inscription_id,sign_sequence,site,object_type,line_count,damaged,reading_direction,motif,mean_uncertainty
1243.0,MSg109 MSg162,unknown,unknown,1,False,R-L,unknown,0.0
1244.0,MSg327 MSg254,unknown,unknown,1,False,R-L,unknown,0.0
1245.0,MSg221 MSg267 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1246.0,MSg267 MSg99 MSg104 MSg169,unknown,unknown,1,False,R-L,unknown,0.0
1247.1,MSg087 MSg336 MSg344 MSg175 MSg230,unknown,unknown,1,False,R-L,unknown,20.0
1247.2,MSg53 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1248.0,MSg245 MSg245 MSg330 MSg176,unknown,unknown,1,False,R-L,unknown,0.0
1249.0,MSg109 MSg162,unknown,unknown,1,False,R-L,unknown,0.0
1251.0,MSg72 MSg336 MSg89 MSg211 MSg176,unknown,unknown,1,False,R-L,unknown,0.0
1252.10,MSg415 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1252.20,MSg415 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1253.1,MSg373 MSg373 MSg302 MSg343 MSg253 MSg230 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1253.2,MSg89 MSg245 MSg245 MSg132,unknown,unknown,1,False,R-L,unknown,0.0
1254.0,MSg72 MSg211,unknown,unknown,1,False,R-L,unknown,0.0
1255.0,MSg391 MSg0,unknown,unknown,1,False,R-L,unknown,50.0
1257.0,MSg103 MSg403 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
1260.0,MSg35 MSg0,unknown,unknown,1,False,R-L,unknown,0.0
1261.0,MSg72 MSg211,unknown,unknown,1,False,R-L,unknown,0.0
1262.0,MSg202 MSg51 MSg342 MSg316,unknown,unknown,1,False,R-L,unknown,0.0
1263.0,MSg86 MSg67 MSg294 MSg342,unknown,unknown,1,False,R-L,unknown,0.0
